document_ID,firm_ID,time_of_earning_call
897.F,ALGN,2017 Q1
898.F,ALGN,2017 Q2
899.F,ALGN,2017 Q3
900.F,ALGN,2017 Q4
901.F,ALGN,2018 Q1
902.F,ALGN,2018 Q2
903.F,ALGN,2018 Q3
904.F,ALGN,2018 Q4
905.F,ALGN,2019 Q1
906.F,ALGN,2019 Q2
907.F,ALGN,2019 Q3
908.F,ALGN,2019 Q4
909.F,ALGN,2020 Q1
910.F,ALGN,2020 Q2
911.F,ALGN,2020 Q3
912.F,ALGN,2020 Q4
913.F,ALGN,2021 Q1
914.F,ALGN,2021 Q2
915.F,ALGN,2021 Q3
916.F,ALGN,2021 Q4
917.F,ALGN,2022 Q1
918.F,ALGN,2022 Q2
919.F,ALGN,2022 Q3
920.F,ALGN,2022 Q4
921.F,ALGN,2023 Q1
922.F,ALGN,2023 Q2
923.F,ALGN,2023 Q3
924.F,ALGN,2023 Q4
925.F,ALL,2013 Q1
926.F,ALL,2013 Q2
927.F,ALL,2013 Q3
928.F,ALL,2013 Q4
929.F,ALL,2014 Q1
930.F,ALL,2014 Q2
931.F,ALL,2014 Q3
932.F,ALL,2014 Q4
933.F,ALL,2015 Q1
934.F,ALL,2015 Q2
935.F,ALL,2015 Q3
936.F,ALL,2015 Q4
937.F,ALL,2016 Q1
938.F,ALL,2016 Q2
939.F,ALL,2016 Q3
940.F,ALL,2016 Q4
941.F,ALL,2017 Q1
942.F,ALL,2017 Q2
943.F,ALL,2017 Q3
944.F,ALL,2017 Q4
945.F,ALL,2018 Q1
946.F,ALL,2018 Q2
947.F,ALL,2018 Q3
948.F,ALL,2018 Q4
949.F,ALL,2019 Q1
950.F,ALL,2019 Q2
951.F,ALL,2019 Q3
952.F,ALL,2019 Q4
953.F,ALL,2020 Q1
954.F,ALL,2020 Q2
955.F,ALL,2020 Q3
956.F,ALL,2020 Q4
957.F,ALL,2021 Q1
958.F,ALL,2021 Q2
959.F,ALL,2021 Q3
960.F,ALL,2021 Q4
961.F,ALL,2022 Q1
962.F,ALL,2022 Q2
963.F,ALL,2022 Q3
964.F,ALL,2022 Q4
965.F,ALL,2023 Q1
966.F,ALL,2023 Q2
967.F,ALL,2023 Q3
968.F,ALL,2023 Q4
969.F,ALLE,2014 Q2
970.F,ALLE,2014 Q3
971.F,ALLE,2014 Q4
972.F,ALLE,2015 Q1
973.F,ALLE,2015 Q2
974.F,ALLE,2015 Q3
975.F,ALLE,2015 Q4
976.F,ALLE,2016 Q1
977.F,ALLE,2016 Q2
978.F,ALLE,2016 Q3
979.F,ALLE,2016 Q4
980.F,ALLE,2017 Q1
981.F,ALLE,2017 Q2
982.F,ALLE,2017 Q3
983.F,ALLE,2017 Q4
984.F,ALLE,2018 Q1
985.F,ALLE,2018 Q2
986.F,ALLE,2018 Q3
987.F,ALLE,2018 Q4
988.F,ALLE,2019 Q1
989.F,ALLE,2019 Q2
990.F,ALLE,2019 Q3
991.F,ALLE,2019 Q4
992.F,ALLE,2020 Q1
993.F,ALLE,2020 Q2
994.F,ALLE,2020 Q3
995.F,ALLE,2020 Q4
996.F,ALLE,2021 Q1
997.F,ALLE,2021 Q2
998.F,ALLE,2021 Q3
999.F,ALLE,2021 Q4
1000.F,ALLE,2022 Q1
1001.F,ALLE,2022 Q2
1002.F,ALLE,2022 Q3
1003.F,ALLE,2022 Q4
1004.F,ALLE,2023 Q1
1005.F,ALLE,2023 Q2
1006.F,ALLE,2023 Q3
1007.F,ALLE,2023 Q4
1008.F,AMAT,2013 Q1
1009.F,AMAT,2013 Q2
1010.F,AMAT,2013 Q3
1011.F,AMAT,2013 Q4
1012.F,AMAT,2014 Q1
1013.F,AMAT,2014 Q2
1014.F,AMAT,2014 Q3
1015.F,AMAT,2014 Q4
1016.F,AMAT,2015 Q1
1017.F,AMAT,2015 Q2
1018.F,AMAT,2015 Q3
1019.F,AMAT,2015 Q4
1020.F,AMAT,2016 Q1
1021.F,AMAT,2016 Q2
1022.F,AMAT,2016 Q3
1023.F,AMAT,2016 Q4
1024.F,AMAT,2017 Q1
1025.F,AMAT,2017 Q2
1026.F,AMAT,2017 Q3
1027.F,AMAT,2017 Q4
1028.F,AMAT,2018 Q1
1029.F,AMAT,2018 Q2
1030.F,AMAT,2018 Q3
1031.F,AMAT,2018 Q4
1032.F,AMAT,2019 Q1
1033.F,AMAT,2019 Q2
1034.F,AMAT,2019 Q3
1035.F,AMAT,2019 Q4
1036.F,AMAT,2020 Q1
1037.F,AMAT,2020 Q2
1038.F,AMAT,2020 Q3
1039.F,AMAT,2020 Q4
1040.F,AMAT,2021 Q1
1041.F,AMAT,2021 Q2
1042.F,AMAT,2021 Q3
1043.F,AMAT,2022 Q1
1044.F,AMAT,2022 Q2
1045.F,AMAT,2022 Q3
1046.F,AMAT,2022 Q4
1047.F,AMAT,2023 Q1
1048.F,AMAT,2023 Q2
1049.F,AMAT,2023 Q3
1050.F,AMAT,2023 Q4
1051.F,AMCR,2013 Q1
1052.F,AMCR,2013 Q2
1053.F,AMCR,2013 Q3
1054.F,AMCR,2013 Q4
1055.F,AMCR,2014 Q1
1056.F,AMCR,2014 Q2
1057.F,AMCR,2014 Q3
1058.F,AMCR,2014 Q4
1059.F,AMCR,2015 Q1
1060.F,AMCR,2015 Q2
1061.F,AMCR,2015 Q3
1062.F,AMCR,2015 Q4
1063.F,AMCR,2016 Q1
1064.F,AMCR,2016 Q2
1065.F,AMCR,2016 Q3
1066.F,AMCR,2016 Q4
1067.F,AMCR,2017 Q1
1068.F,AMCR,2017 Q2
1069.F,AMCR,2017 Q3
1070.F,AMCR,2017 Q4
1071.F,AMCR,2018 Q1
1072.F,AMCR,2018 Q2
1073.F,AMCR,2018 Q3
1074.F,AMCR,2018 Q4
1075.F,AMCR,2019 Q2
1076.F,AMCR,2019 Q4
1077.F,AMCR,2020 Q1
1078.F,AMCR,2020 Q2
1079.F,AMCR,2020 Q3
1080.F,AMCR,2020 Q4
1081.F,AMCR,2021 Q1
1082.F,AMCR,2021 Q2
1083.F,AMCR,2021 Q3
1084.F,AMCR,2021 Q4
1085.F,AMCR,2022 Q2
1086.F,AMCR,2022 Q3
1087.F,AMCR,2022 Q4
1088.F,AMCR,2023 Q1
1089.F,AMCR,2023 Q2
1090.F,AMCR,2023 Q3
1091.F,AMCR,2023 Q4
1092.F,AMD,2013 Q1
1093.F,AMD,2013 Q2
1094.F,AMD,2013 Q3
1095.F,AMD,2013 Q4
1096.F,AMD,2014 Q1
1097.F,AMD,2014 Q2
1098.F,AMD,2014 Q3
1099.F,AMD,2014 Q4
1100.F,AMD,2015 Q1
1101.F,AMD,2015 Q2
1102.F,AMD,2015 Q3
1103.F,AMD,2015 Q4
1104.F,AMD,2016 Q1
1105.F,AMD,2016 Q2
1106.F,AMD,2016 Q3
1107.F,AMD,2016 Q4
1108.F,AMD,2017 Q1
1109.F,AMD,2017 Q2
1110.F,AMD,2017 Q3
1111.F,AMD,2017 Q4
1112.F,AMD,2018 Q1
1113.F,AMD,2018 Q2
1114.F,AMD,2018 Q3
1115.F,AMD,2018 Q4
1116.F,AMD,2019 Q1
1117.F,AMD,2019 Q2
1118.F,AMD,2019 Q3
1119.F,AMD,2019 Q4
1120.F,AMD,2020 Q1
1121.F,AMD,2020 Q2
1122.F,AMD,2020 Q3
1123.F,AMD,2020 Q4
1124.F,AMD,2021 Q1
1125.F,AMD,2021 Q2
1126.F,AMD,2021 Q3
1127.F,AMD,2021 Q4
1128.F,AMD,2022 Q1
1129.F,AMD,2022 Q2
1130.F,AMD,2022 Q3
1131.F,AMD,2022 Q4
1132.F,AMD,2023 Q1
1133.F,AMD,2023 Q2
1134.F,AMD,2023 Q3
1135.F,AMD,2023 Q4
1136.F,AME,2013 Q1
1137.F,AME,2013 Q2
1138.F,AME,2013 Q3
1139.F,AME,2013 Q4
1140.F,AME,2014 Q1
1141.F,AME,2014 Q2
1142.F,AME,2014 Q3
1143.F,AME,2014 Q4
1144.F,AME,2015 Q1
1145.F,AME,2015 Q2
1146.F,AME,2015 Q3
1147.F,AME,2015 Q4
1148.F,AME,2016 Q1
1149.F,AME,2016 Q2
1150.F,AME,2016 Q3
1151.F,AME,2016 Q4
1152.F,AME,2017 Q1
1153.F,AME,2017 Q2
1154.F,AME,2017 Q3
1155.F,AME,2017 Q4
1156.F,AME,2018 Q1
1157.F,AME,2018 Q2
1158.F,AME,2018 Q3
1159.F,AME,2018 Q4
1160.F,AME,2019 Q1
1161.F,AME,2019 Q2
1162.F,AME,2019 Q3
1163.F,AME,2019 Q4
1164.F,AME,2020 Q1
1165.F,AME,2020 Q2
1166.F,AME,2020 Q3
1167.F,AME,2020 Q4
1168.F,AME,2021 Q1
1169.F,AME,2021 Q2
1170.F,AME,2021 Q3
1171.F,AME,2021 Q4
1172.F,AME,2022 Q1
1173.F,AME,2022 Q2
1174.F,AME,2022 Q3
1175.F,AME,2022 Q4
1176.F,AME,2023 Q1
1177.F,AME,2023 Q2
1178.F,AME,2023 Q3
1179.F,AME,2023 Q4
1180.F,AMGN,2013 Q1
1181.F,AMGN,2013 Q2
1182.F,AMGN,2013 Q3
1183.F,AMGN,2013 Q4
1184.F,AMGN,2014 Q1
1185.F,AMGN,2014 Q2
1186.F,AMGN,2014 Q3
1187.F,AMGN,2014 Q4
1188.F,AMGN,2015 Q1
1189.F,AMGN,2015 Q2
1190.F,AMGN,2015 Q3
1191.F,AMGN,2015 Q4
1192.F,AMGN,2016 Q1
1193.F,AMGN,2016 Q2
1194.F,AMGN,2016 Q3
1195.F,AMGN,2016 Q4
1196.F,AMGN,2017 Q1
1197.F,AMGN,2017 Q2
1198.F,AMGN,2017 Q3
1199.F,AMGN,2017 Q4
1200.F,AMGN,2018 Q1
1201.F,AMGN,2018 Q2
1202.F,AMGN,2018 Q3
1203.F,AMGN,2018 Q4
1204.F,AMGN,2019 Q1
1205.F,AMGN,2019 Q2
1206.F,AMGN,2019 Q3
1207.F,AMGN,2019 Q4
1208.F,AMGN,2020 Q1
1209.F,AMGN,2020 Q2
1210.F,AMGN,2020 Q3
1211.F,AMGN,2020 Q4
1212.F,AMGN,2021 Q1
1213.F,AMGN,2021 Q2
1214.F,AMGN,2021 Q3
1215.F,AMGN,2021 Q4
1216.F,AMGN,2022 Q1
1217.F,AMGN,2022 Q2
1218.F,AMGN,2022 Q3
1219.F,AMGN,2022 Q4
1220.F,AMGN,2023 Q1
1221.F,AMGN,2023 Q2
1222.F,AMGN,2023 Q3
1223.F,AMGN,2023 Q4
1224.F,AMP,2013 Q1
1225.F,AMP,2013 Q2
1226.F,AMP,2013 Q3
1227.F,AMP,2013 Q4
1228.F,AMP,2014 Q1
1229.F,AMP,2014 Q2
1230.F,AMP,2014 Q3
1231.F,AMP,2014 Q4
1232.F,AMP,2015 Q1
1233.F,AMP,2015 Q2
1234.F,AMP,2015 Q3
1235.F,AMP,2015 Q4
1236.F,AMP,2016 Q1
1237.F,AMP,2016 Q2
1238.F,AMP,2016 Q3
1239.F,AMP,2016 Q4
1240.F,AMP,2017 Q1
1241.F,AMP,2017 Q2
1242.F,AMP,2017 Q3
1243.F,AMP,2017 Q4
1244.F,AMP,2018 Q1
1245.F,AMP,2018 Q2
1246.F,AMP,2018 Q3
1247.F,AMP,2018 Q4
1248.F,AMP,2019 Q1
1249.F,AMP,2019 Q2
1250.F,AMP,2019 Q3
1251.F,AMP,2019 Q4
1252.F,AMP,2020 Q1
1253.F,AMP,2020 Q2
1254.F,AMP,2020 Q3
1255.F,AMP,2020 Q4
1256.F,AMP,2021 Q1
1257.F,AMP,2021 Q2
1258.F,AMP,2021 Q3
1259.F,AMP,2021 Q4
1260.F,AMP,2022 Q1
1261.F,AMP,2022 Q2
1262.F,AMP,2022 Q3
1263.F,AMP,2022 Q4
1264.F,AMP,2023 Q1
1265.F,AMP,2023 Q2
1266.F,AMP,2023 Q3
1267.F,AMP,2023 Q4
1268.F,AMT,2013 Q1
1269.F,AMT,2013 Q2
1270.F,AMT,2013 Q3
1271.F,AMT,2013 Q4
1272.F,AMT,2014 Q1
1273.F,AMT,2014 Q2
1274.F,AMT,2014 Q3
1275.F,AMT,2014 Q4
1276.F,AMT,2015 Q1
1277.F,AMT,2015 Q2
1278.F,AMT,2015 Q3
1279.F,AMT,2015 Q4
1280.F,AMT,2016 Q1
1281.F,AMT,2016 Q2
1282.F,AMT,2016 Q3
1283.F,AMT,2016 Q4
1284.F,AMT,2017 Q1
1285.F,AMT,2017 Q2
1286.F,AMT,2017 Q3
1287.F,AMT,2017 Q4
1288.F,AMT,2018 Q1
1289.F,AMT,2018 Q2
1290.F,AMT,2018 Q3
1291.F,AMT,2018 Q4
1292.F,AMT,2019 Q1
1293.F,AMT,2019 Q2
1294.F,AMT,2019 Q3
1295.F,AMT,2019 Q4
1296.F,AMT,2020 Q1
1297.F,AMT,2020 Q2
1298.F,AMT,2020 Q3
1299.F,AMT,2020 Q4
1300.F,AMT,2021 Q1
1301.F,AMT,2021 Q2
1302.F,AMT,2021 Q3
1303.F,AMT,2021 Q4
1304.F,AMT,2022 Q1
1305.F,AMT,2022 Q2
1306.F,AMT,2022 Q3
1307.F,AMT,2022 Q4
1308.F,AMT,2023 Q1
1309.F,AMT,2023 Q2
1310.F,AMT,2023 Q3
1311.F,AMT,2023 Q4
1312.F,AMZN,2013 Q1
1313.F,AMZN,2013 Q2
1314.F,AMZN,2013 Q3
1315.F,AMZN,2013 Q4
1316.F,AMZN,2014 Q1
1317.F,AMZN,2014 Q2
1318.F,AMZN,2014 Q3
1319.F,AMZN,2014 Q4
1320.F,AMZN,2015 Q1
1321.F,AMZN,2015 Q2
1322.F,AMZN,2015 Q3
1323.F,AMZN,2015 Q4
1324.F,AMZN,2016 Q1
1325.F,AMZN,2016 Q2
1326.F,AMZN,2016 Q3
1327.F,AMZN,2016 Q4
1328.F,AMZN,2017 Q1
1329.F,AMZN,2017 Q2
1330.F,AMZN,2017 Q3
1331.F,AMZN,2017 Q4
1332.F,AMZN,2018 Q1
1333.F,AMZN,2018 Q2
1334.F,AMZN,2018 Q3
1335.F,AMZN,2018 Q4
1336.F,AMZN,2019 Q1
1337.F,AMZN,2019 Q2
1338.F,AMZN,2019 Q3
1339.F,AMZN,2019 Q4
1340.F,AMZN,2020 Q1
1341.F,AMZN,2020 Q2
1342.F,AMZN,2020 Q3
1343.F,AMZN,2020 Q4
1344.F,AMZN,2021 Q1
1345.F,AMZN,2021 Q2
1346.F,AMZN,2021 Q3
1347.F,AMZN,2021 Q4
1348.F,AMZN,2022 Q1
1349.F,AMZN,2022 Q2
1350.F,AMZN,2022 Q3
1351.F,AMZN,2022 Q4
1352.F,AMZN,2023 Q1
1353.F,AMZN,2023 Q2
1354.F,AMZN,2023 Q3
1355.F,AMZN,2023 Q4
1356.F,ANET,2014 Q3
1357.F,ANET,2016 Q1
1358.F,ANET,2016 Q2
1359.F,ANET,2016 Q3
1360.F,ANET,2016 Q4
1361.F,ANET,2017 Q1
1362.F,ANET,2017 Q2
1363.F,ANET,2017 Q3
1364.F,ANET,2017 Q4
1365.F,ANET,2018 Q1
1366.F,ANET,2018 Q2
1367.F,ANET,2018 Q3
1368.F,ANET,2018 Q4
1369.F,ANET,2019 Q1
1370.F,ANET,2019 Q2
1371.F,ANET,2019 Q3
1372.F,ANET,2019 Q4
1373.F,ANET,2020 Q1
1374.F,ANET,2020 Q2
1375.F,ANET,2020 Q3
1376.F,ANET,2020 Q4
1377.F,ANET,2021 Q1
1378.F,ANET,2021 Q2
1379.F,ANET,2021 Q3
1380.F,ANET,2021 Q4
1381.F,ANET,2022 Q1
1382.F,ANET,2022 Q2
1383.F,ANET,2022 Q3
1384.F,ANET,2022 Q4
1385.F,ANET,2023 Q1
1386.F,ANET,2023 Q2
1387.F,ANET,2023 Q3
1388.F,ANET,2023 Q4
1389.F,ANSS,2013 Q1
1390.F,ANSS,2013 Q2
1391.F,ANSS,2013 Q3
1392.F,ANSS,2013 Q4
1393.F,ANSS,2014 Q1
1394.F,ANSS,2014 Q2
1395.F,ANSS,2014 Q3
1396.F,ANSS,2014 Q4
1397.F,ANSS,2015 Q1
1398.F,ANSS,2015 Q2
1399.F,ANSS,2015 Q3
1400.F,ANSS,2015 Q4
1401.F,ANSS,2016 Q1
1402.F,ANSS,2016 Q2
1403.F,ANSS,2016 Q3
1404.F,ANSS,2016 Q4
1405.F,ANSS,2017 Q1
1406.F,ANSS,2017 Q2
1407.F,ANSS,2017 Q3
1408.F,ANSS,2017 Q4
1409.F,ANSS,2018 Q1
1410.F,ANSS,2018 Q2
1411.F,ANSS,2018 Q3
1412.F,ANSS,2018 Q4
1413.F,ANSS,2019 Q1
1414.F,ANSS,2019 Q2
1415.F,ANSS,2019 Q3
1416.F,ANSS,2019 Q4
1417.F,ANSS,2020 Q1
1418.F,ANSS,2020 Q2
1419.F,ANSS,2020 Q3
1420.F,ANSS,2020 Q4
1421.F,ANSS,2021 Q1
1422.F,ANSS,2021 Q2
1423.F,ANSS,2021 Q3
1424.F,ANSS,2021 Q4
1425.F,ANSS,2022 Q1
1426.F,ANSS,2022 Q2
1427.F,ANSS,2022 Q3
1428.F,ANSS,2022 Q4
1429.F,ANSS,2023 Q1
1430.F,ANSS,2023 Q2
1431.F,ANSS,2023 Q3
1432.F,AON,2013 Q1
1433.F,AON,2013 Q2
1434.F,AON,2013 Q3
1435.F,AON,2013 Q4
1436.F,AON,2014 Q1
1437.F,AON,2014 Q2
1438.F,AON,2014 Q3
1439.F,AON,2014 Q4
1440.F,AON,2015 Q1
1441.F,AON,2015 Q2
1442.F,AON,2015 Q3
1443.F,AON,2015 Q4
1444.F,AON,2016 Q1
1445.F,AON,2016 Q2
1446.F,AON,2016 Q3
1447.F,AON,2016 Q4
1448.F,AON,2017 Q1
1449.F,AON,2017 Q2
1450.F,AON,2017 Q3
1451.F,AON,2017 Q4
1452.F,AON,2018 Q1
1453.F,AON,2018 Q2
1454.F,AON,2018 Q3
1455.F,AON,2018 Q4
1456.F,AON,2019 Q1
1457.F,AON,2019 Q2
1458.F,AON,2019 Q3
1459.F,AON,2019 Q4
1460.F,AON,2020 Q1
1461.F,AON,2020 Q2
1462.F,AON,2020 Q3
1463.F,AON,2020 Q4
1464.F,AON,2021 Q1
1465.F,AON,2021 Q2
1466.F,AON,2021 Q3
1467.F,AON,2021 Q4
1468.F,AON,2022 Q1
1469.F,AON,2022 Q2
1470.F,AON,2022 Q3
1471.F,AON,2022 Q4
1472.F,AON,2023 Q1
1473.F,AON,2023 Q2
1474.F,AON,2023 Q3
1475.F,AON,2023 Q4
1476.F,AOS,2013 Q1
1477.F,AOS,2013 Q2
1478.F,AOS,2013 Q3
1479.F,AOS,2013 Q4
1480.F,AOS,2014 Q1
1481.F,AOS,2014 Q2
1482.F,AOS,2014 Q3
1483.F,AOS,2014 Q4
1484.F,AOS,2015 Q1
1485.F,AOS,2015 Q2
1486.F,AOS,2015 Q3
1487.F,AOS,2015 Q4
1488.F,AOS,2016 Q1
1489.F,AOS,2016 Q2
1490.F,AOS,2016 Q3
1491.F,AOS,2016 Q4
1492.F,AOS,2017 Q1
1493.F,AOS,2017 Q2
1494.F,AOS,2017 Q3
1495.F,AOS,2017 Q4
1496.F,AOS,2018 Q1
1497.F,AOS,2018 Q2
1498.F,AOS,2018 Q3
1499.F,AOS,2018 Q4
1500.F,AOS,2019 Q1
1501.F,AOS,2019 Q2
1502.F,AOS,2019 Q3
1503.F,AOS,2019 Q4
1504.F,AOS,2020 Q1
1505.F,AOS,2020 Q2
1506.F,AOS,2020 Q3
1507.F,AOS,2020 Q4
1508.F,AOS,2021 Q1
1509.F,AOS,2021 Q2
1510.F,AOS,2021 Q3
1511.F,AOS,2021 Q4
1512.F,AOS,2022 Q1
1513.F,AOS,2022 Q2
1514.F,AOS,2022 Q3
1515.F,AOS,2022 Q4
1516.F,AOS,2023 Q1
1517.F,AOS,2023 Q2
1518.F,AOS,2023 Q3
1519.F,AOS,2023 Q4
1520.F,APA,2013 Q1
1521.F,APA,2013 Q2
1522.F,APA,2013 Q3
1523.F,APA,2013 Q4
1524.F,APA,2014 Q1
1525.F,APA,2014 Q2
1526.F,APA,2014 Q3
1527.F,APA,2014 Q4
1528.F,APA,2015 Q1
1529.F,APA,2015 Q2
1530.F,APA,2015 Q3
1531.F,APA,2015 Q4
1532.F,APA,2016 Q1
1533.F,APA,2016 Q2
1534.F,APA,2016 Q3
1535.F,APA,2016 Q4
1536.F,APA,2017 Q1
1537.F,APA,2017 Q2
1538.F,APA,2017 Q3
1539.F,APA,2017 Q4
1540.F,APA,2018 Q1
1541.F,APA,2018 Q2
1542.F,APA,2018 Q3
1543.F,APA,2018 Q4
1544.F,APA,2019 Q1
1545.F,APA,2019 Q2
1546.F,APA,2019 Q3
1547.F,APA,2019 Q4
1548.F,APA,2020 Q1
1549.F,APA,2020 Q2
1550.F,APA,2020 Q3
1551.F,APA,2020 Q4
1552.F,APA,2021 Q1
1553.F,APA,2021 Q2
1554.F,APA,2021 Q3
1555.F,APA,2021 Q4
1556.F,APA,2022 Q1
1557.F,APA,2022 Q2
1558.F,APA,2022 Q3
1559.F,APA,2022 Q4
1560.F,APA,2023 Q1
1561.F,APA,2023 Q2
1562.F,APA,2023 Q3
1563.F,APA,2023 Q4
1564.F,APD,2013 Q1
1565.F,APD,2013 Q2
1566.F,APD,2013 Q3
1567.F,APD,2013 Q4
1568.F,APD,2014 Q1
1569.F,APD,2014 Q2
1570.F,APD,2014 Q3
1571.F,APD,2014 Q4
1572.F,APD,2015 Q1
1573.F,APD,2015 Q2
1574.F,APD,2015 Q3
1575.F,APD,2015 Q4
1576.F,APD,2016 Q1
1577.F,APD,2016 Q2
1578.F,APD,2016 Q3
1579.F,APD,2016 Q4
1580.F,APD,2017 Q1
1581.F,APD,2017 Q2
1582.F,APD,2017 Q3
1583.F,APD,2017 Q4
1584.F,APD,2018 Q1
1585.F,APD,2018 Q2
1586.F,APD,2018 Q3
1587.F,APD,2018 Q4
1588.F,APD,2019 Q1
1589.F,APD,2019 Q2
1590.F,APD,2019 Q3
1591.F,APD,2019 Q4
1592.F,APD,2020 Q1
1593.F,APD,2020 Q2
1594.F,APD,2020 Q3
1595.F,APD,2021 Q1
1596.F,APD,2021 Q2
1597.F,APD,2021 Q3
1598.F,APD,2021 Q4
1599.F,APD,2022 Q1
1600.F,APD,2022 Q2
1601.F,APD,2022 Q3
1602.F,APD,2022 Q4
1603.F,APD,2023 Q1
1604.F,APD,2023 Q2
1605.F,APD,2023 Q3
1606.F,APD,2023 Q4
1607.F,APH,2013 Q1
1608.F,APH,2013 Q2
1609.F,APH,2013 Q3
1610.F,APH,2013 Q4
1611.F,APH,2014 Q1
1612.F,APH,2014 Q2
1613.F,APH,2014 Q3
1614.F,APH,2014 Q4
1615.F,APH,2015 Q1
1616.F,APH,2015 Q2
1617.F,APH,2015 Q3
1618.F,APH,2015 Q4
1619.F,APH,2016 Q1
1620.F,APH,2016 Q2
1621.F,APH,2016 Q3
1622.F,APH,2016 Q4
1623.F,APH,2017 Q1
1624.F,APH,2017 Q2
1625.F,APH,2017 Q3
1626.F,APH,2017 Q4
1627.F,APH,2018 Q1
1628.F,APH,2018 Q2
1629.F,APH,2018 Q3
1630.F,APH,2018 Q4
1631.F,APH,2019 Q1
1632.F,APH,2019 Q2
1633.F,APH,2019 Q3
1634.F,APH,2019 Q4
1635.F,APH,2020 Q1
1636.F,APH,2020 Q2
1637.F,APH,2020 Q3
1638.F,APH,2020 Q4
1639.F,APH,2021 Q1
1640.F,APH,2021 Q2
1641.F,APH,2021 Q3
1642.F,APH,2021 Q4
1643.F,APH,2022 Q1
1644.F,APH,2022 Q2
1645.F,APH,2022 Q3
1646.F,APH,2022 Q4
1647.F,APH,2023 Q1
1648.F,APH,2023 Q2
1649.F,APH,2023 Q3
1650.F,APH,2023 Q4
1651.F,APTV,2017 Q4
1652.F,APTV,2018 Q1
1653.F,APTV,2018 Q2
1654.F,APTV,2018 Q3
1655.F,APTV,2018 Q4
1656.F,APTV,2019 Q1
1657.F,APTV,2019 Q2
1658.F,APTV,2019 Q3
1659.F,APTV,2019 Q4
1660.F,APTV,2020 Q1
1661.F,APTV,2020 Q2
1662.F,APTV,2020 Q3
1663.F,APTV,2020 Q4
1664.F,APTV,2021 Q1
1665.F,APTV,2021 Q2
1666.F,APTV,2021 Q3
1667.F,APTV,2021 Q4
1668.F,APTV,2022 Q1
1669.F,APTV,2022 Q2
1670.F,APTV,2022 Q3
1671.F,APTV,2022 Q4
1672.F,APTV,2023 Q1
1673.F,APTV,2023 Q2
1674.F,APTV,2023 Q3
1675.F,APTV,2023 Q4
1676.F,ARE,2013 Q1
1677.F,ARE,2013 Q2
1678.F,ARE,2013 Q3
1679.F,ARE,2013 Q4
1680.F,ARE,2014 Q1
1681.F,ARE,2014 Q2
1682.F,ARE,2014 Q3
1683.F,ARE,2014 Q4
1684.F,ARE,2015 Q1
1685.F,ARE,2015 Q2
1686.F,ARE,2015 Q3
1687.F,ARE,2015 Q4
1688.F,ARE,2016 Q1
1689.F,ARE,2016 Q2
1690.F,ARE,2016 Q3
1691.F,ARE,2016 Q4
1692.F,ARE,2017 Q1
1693.F,ARE,2017 Q2
1694.F,ARE,2017 Q3
1695.F,ARE,2017 Q4
1696.F,ARE,2018 Q1
1697.F,ARE,2018 Q2
1698.F,ARE,2018 Q3
1699.F,ARE,2018 Q4
1700.F,ARE,2019 Q1
1701.F,ARE,2019 Q2
1702.F,ARE,2019 Q3
1703.F,ARE,2020 Q1
1704.F,ARE,2020 Q2
1705.F,ARE,2020 Q4
1706.F,ARE,2021 Q1
1707.F,ARE,2021 Q2
1708.F,ARE,2021 Q3
1709.F,ARE,2021 Q4
1710.F,ARE,2022 Q1
1711.F,ARE,2022 Q2
1712.F,ARE,2022 Q3
1713.F,ARE,2022 Q4
1714.F,ARE,2023 Q1
1715.F,ARE,2023 Q2
1716.F,ARE,2023 Q3
1717.F,ARE,2023 Q4
1718.F,ATO,2013 Q1
1719.F,ATO,2013 Q2
1720.F,ATO,2013 Q3
1721.F,ATO,2013 Q4
1722.F,ATO,2014 Q1
1723.F,ATO,2014 Q2
1724.F,ATO,2014 Q3
1725.F,ATO,2014 Q4
1726.F,ATO,2015 Q1
1727.F,ATO,2015 Q2
1728.F,ATO,2015 Q3
1729.F,ATO,2015 Q4
1730.F,ATO,2016 Q1
1731.F,ATO,2016 Q2
1732.F,ATO,2016 Q3
1733.F,ATO,2016 Q4
1734.F,ATO,2017 Q1
1735.F,ATO,2017 Q2
1736.F,ATO,2017 Q3
1737.F,ATO,2017 Q4
1738.F,ATO,2018 Q1
1739.F,ATO,2018 Q2
1740.F,ATO,2018 Q3
1741.F,ATO,2018 Q4
1742.F,ATO,2019 Q1
1743.F,ATO,2019 Q2
1744.F,ATO,2019 Q3
1745.F,ATO,2019 Q4
1746.F,ATO,2020 Q1
1747.F,ATO,2020 Q2
1748.F,ATO,2020 Q4
1749.F,ATO,2021 Q1
1750.F,ATO,2021 Q2
1751.F,ATO,2021 Q3
1752.F,ATO,2021 Q4
1753.F,ATO,2022 Q1
1754.F,ATO,2022 Q3
1755.F,ATO,2022 Q4
1756.F,ATO,2023 Q1
1757.F,ATO,2023 Q2
1758.F,ATO,2023 Q3
1759.F,ATO,2023 Q4
1760.F,AVB,2013 Q1
1761.F,AVB,2013 Q2
1762.F,AVB,2013 Q3
1763.F,AVB,2013 Q4
1764.F,AVB,2014 Q1
1765.F,AVB,2014 Q2
1766.F,AVB,2014 Q3
1767.F,AVB,2014 Q4
1768.F,AVB,2015 Q1
1769.F,AVB,2015 Q2
1770.F,AVB,2015 Q3
1771.F,AVB,2015 Q4
1772.F,AVB,2016 Q1
